DeviceID,RSSI,Distance,ScaledDistance,PredictedDistance,RiskLevel
Device_1,-49,2.8183829312644537,0.0028071942439589,,Very Low
Device_1,-8,0.0251188643150957,1.3898835719577866e-05,,Very Low
Device_1,-86,199.52623149688787,0.1995172499327086,,Very Low
Device_1,-29,0.2818382931264453,0.0002706211450026,,Very Low
Device_1,-40,1.0,0.0009887909098734,,Very Low
Device_1,-80,100.0,0.0999899017206067,,Very Low
Device_1,-18,0.0794328234724281,6.821340429639301e-05,,Very Low
Device_1,-14,0.0501187233627272,3.889897527338869e-05,,Very Low
Device_1,-26,0.1995262314968879,0.0001883081598061,,Very Low
Device_1,-26,0.1995262314968879,0.0001883081598061,,Very Low
Device_1,-13,0.0446683592150963,3.3448549970980035e-05,98.32779693603516,Low
Device_1,-1,0.0112201845430196,0.0,98.3266143798828,Low
Device_1,-77,70.79457843841381,0.0707841524651241,98.3604507446289,Low
Device_1,-98,794.3282347242813,0.7943259270232268,101.7403335571289,Very Low
Device_1,-79,89.12509381337455,0.0891148735141579,142.1501922607422,Very Low
Device_1,-48,2.51188643150958,0.0025006943052181,118.9915542602539,Very Low
Device_1,-99,891.2509381337459,0.8912497179355121,105.99005889892578,Very Low
Device_1,-13,0.0446683592150963,3.3448549970980035e-05,144.7310791015625,Very Low
Device_1,-71,35.48133892335755,0.035470516724558,116.756591796875,Very Low
Device_1,-63,14.12537544622754,0.0141143136268881,106.18061065673828,Very Low
Device_1,-99,891.2509381337459,0.8912497179355121,101.12847137451172,Very Low
Device_1,-37,0.7079457843841379,0.0006967334173186,142.59326171875,Very Low
Device_1,-41,1.1220184543019631,0.0011108107332603,116.73645782470705,Very Low
Device_1,-80,100.0,0.0999899017206067,105.09127044677734,Very Low
Device_1,-68,25.118864315095795,0.0251079258461142,103.93830108642578,Very Low
Device_1,-25,0.1778279410038923,0.0001666096258516,101.36670684814452,Very Low
Device_1,-43,1.4125375446227544,0.0014013330832955,99.1672592163086,Low
Device_1,-79,89.12509381337455,0.0891148735141579,98.29379272460938,Low
Device_1,-12,0.0398107170553497,2.8590853306980447e-05,102.02865600585938,Very Low
Device_1,-52,3.981071705534972,0.0039698960639584,100.03357696533205,Very Low
Device_1,-10,0.0316227766016837,2.0402820982080772e-05,98.97217559814452,Low
Device_1,-42,1.2589254117941673,0.0012477192268911,98.61441802978516,Low
Device_1,-59,8.912509381337454,0.0089013890720225,98.47164154052734,Low
Device_1,-9,0.0281838293126445,1.696383510698536e-05,98.81640625,Low
Device_1,-41,1.1220184543019631,0.0011108107332603,98.63951110839844,Low
Device_1,-21,0.1122018454301963,0.0001009827939327,98.57574462890624,Low
Device_1,-86,199.52623149688787,0.1995172499327086,98.51432037353516,Low
Device_1,-39,0.8912509381337456,0.0008800406278089,108.00202941894533,Very Low
Device_1,-39,0.8912509381337456,0.0008800406278089,102.94144439697266,Very Low
Device_1,-54,5.011872336272722,0.0050007082605992,99.96814727783205,Low
Device_1,-39,0.8912509381337456,0.0008800406278089,98.96760559082033,Low
Device_1,-50,3.1622776601683795,0.0031510928314684,98.52029418945312,Low
Device_1,-46,1.9952623149688795,0.0019840643919944,98.50923919677734,Low
Device_1,-37,0.7079457843841379,0.0006967334173186,98.51515197753906,Low
Device_1,-98,794.3282347242813,0.7943259270232268,98.48055267333984,Low
Device_1,-50,3.1622776601683795,0.0031510928314684,140.95852661132812,Very Low
Device_1,-94,501.18723362727246,0.5011816367931838,115.2714614868164,Very Low
Device_1,-80,100.0,0.0999899017206067,126.96768951416016,Very Low
Device_1,-28,0.251188643150958,0.0002399711511285,113.87989044189452,Very Low
Device_1,-62,12.589254117941676,0.012578175062844,104.04528045654295,Very Low
Device_1,-83,141.2537544622754,0.1412441190628139,100.20022583007812,Very Low
Device_1,-97,707.945784384138,0.7079425074451745,104.5821762084961,Very Low
Device_1,-12,0.0398107170553497,2.8590853306980447e-05,135.17967224121094,Very Low
Device_1,-41,1.1220184543019631,0.0011108107332603,113.90950012207033,Very Low
Device_1,-87,223.872113856834,0.2238634054610127,103.83306121826172,Very Low
Device_1,-92,398.1071705534973,0.3981004171291011,109.1722412109375,Very Low
Device_1,-11,0.0354813389233575,2.4261426598021624e-05,120.5369873046875,Very Low
Device_1,-48,2.51188643150958,0.0025006943052181,108.00489044189452,Very Low
Device_1,-99,891.2509381337459,0.8912497179355121,101.54901885986328,Very Low
Device_1,-17,0.0707945784384138,5.957506233858777e-05,143.79457092285156,Very Low
Device_1,-9,0.0281838293126445,1.696383510698536e-05,116.7219009399414,Very Low
Device_1,-41,1.1220184543019631,0.0011108107332603,104.8343505859375,Very Low
Device_1,-30,0.3162277660168379,0.0003050110037535,99.73405456542967,Low
Device_1,-57,7.079457843841379,0.0070683169671191,98.12931823730467,Low
Device_1,-93,446.683592150963,0.4466773837690971,98.08401489257812,Low
Device_1,-54,5.011872336272722,0.0050007082605992,119.26863098144533,Very Low
Device_1,-66,19.9526231496888,0.0199416267138775,107.93855285644533,Very Low
Device_1,-23,0.1412537544622754,0.0001300350289362,102.401123046875,Very Low
Device_1,-20,0.1,8.878081159407034e-05,99.3665008544922,Low
Device_1,-65,17.78279410038923,0.0177717733184224,98.36847686767578,Low
Device_1,-51,3.548133892335755,0.0035369533930625,98.90189361572266,Low
Device_1,-97,707.945784384138,0.7079425074451745,98.67882537841795,Low
Device_1,-99,891.2509381337459,0.8912497179355121,135.1270294189453,Very Low
Device_1,-95,562.341325190349,0.5623364145241523,154.56150817871094,Very Low
Device_1,-47,2.2387211385683394,0.0022275259472775,142.201904296875,Very Low
Device_1,-97,707.945784384138,0.7079425074451745,116.72382354736328,Very Low
Device_1,-47,2.2387211385683394,0.0022275259472775,135.34803771972656,Very Low
Device_1,-8,0.0251188643150957,1.3898835719577866e-05,114.6615753173828,Very Low
Device_1,-38,0.7943282347242815,0.0007831168368966,104.60621643066406,Very Low
Device_1,-83,141.2537544622754,0.1412441190628139,100.24139404296876,Very Low
Device_1,-11,0.0354813389233575,2.4261426598021624e-05,104.48080444335938,Very Low
Device_1,-57,7.079457843841379,0.0070683169671191,101.26226043701172,Very Low
Device_1,-67,22.3872113856834,0.0223762422667079,99.38169860839844,Low
Device_1,-27,0.2238721138568339,0.0002126543153344,99.3814926147461,Low
Device_1,-39,0.8912509381337456,0.0008800406278089,98.6843719482422,Low
Device_1,-1,0.0112201845430196,0.0,98.36754608154295,Low
Device_1,-87,223.872113856834,0.2238634054610127,98.43602752685548,Low
Device_1,-6,0.0199526231496888,8.732536587341204e-06,109.0853042602539,Very Low
Device_1,-53,4.466835921509632,0.0044556657303583,103.33702087402344,Very Low
Device_1,-86,199.52623149688787,0.1995172499327086,100.21965026855467,Very Low
Device_1,-29,0.2818382931264453,0.0002706211450026,108.1424789428711,Very Low
Device_1,-23,0.1412537544622754,0.0001300350289362,102.7533721923828,Very Low
Device_1,-14,0.0501187233627272,3.889897527338869e-05,99.7353744506836,Low
Device_1,-39,0.8912509381337456,0.0008800406278089,98.56693267822266,Low
Device_1,-61,11.220184543019636,0.0112090901265363,98.27971649169922,Low
Device_1,-16,0.0630957344480193,5.187613196477372e-05,98.73859405517578,Low
Device_1,-21,0.1122018454301963,0.0001009827939327,98.5229721069336,Low
Device_1,-19,0.0891250938133745,7.79057833876215e-05,98.47116088867188,Low
Device_1,-48,2.51188643150958,0.0025006943052181,98.43663787841795,Low
Device_1,-77,70.79457843841381,0.0707841524651241,98.55386352539062,Low
Device_1,-75,56.23413251903491,0.0562235431730219,101.8660659790039,Very Low
Device_1,-12,0.0398107170553497,2.8590853306980447e-05,102.6764907836914,Very Low
Device_1,-41,1.1220184543019631,0.0011108107332603,100.25611114501952,Very Low
Device_1,-60,10.0,0.0099888918926673,99.0363311767578,Low
Device_1,-72,39.81071705534973,0.0397999434335168,99.00023651123048,Low
Device_1,-86,199.52623149688787,0.1995172499327086,100.45726013183594,Very Low
Device_1,-56,6.309573444801933,0.0062984239297377,108.74510192871094,Very Low
Device_1,-36,0.6309573444801932,0.0006197441135804,103.3558349609375,Very Low
Device_1,-12,0.0398107170553497,2.8590853306980447e-05,100.0610122680664,Very Low
Device_1,-30,0.3162277660168379,0.0003050110037535,98.71047973632812,Low
Device_1,-92,398.1071705534973,0.3981004171291011,98.33511352539062,Low
Device_1,-13,0.0446683592150963,3.3448549970980035e-05,117.8099594116211,Very Low
Device_1,-100,1000.0,1.0,106.95319366455078,Very Low
Device_1,-93,446.683592150963,0.4466773837690971,153.9623260498047,Very Low
Device_1,-13,0.0446683592150963,3.3448549970980035e-05,136.32711791992188,Very Low
Device_1,-38,0.7943282347242815,0.0007831168368966,114.02828979492188,Very Low
Device_1,-90,316.227766016838,0.3162200938801045,103.51823425292967,Very Low
Device_1,-20,0.1,8.878081159407034e-05,112.8849105834961,Very Low
Device_1,-93,446.683592150963,0.4466773837690971,104.97112274169922,Very Low
Device_1,-66,19.9526231496888,0.0199416267138775,120.31975555419922,Very Low
Device_1,-66,19.9526231496888,0.0199416267138775,109.02392578125,Very Low
Device_1,-68,25.118864315095795,0.0251079258461142,102.87480926513672,Very Low
