DeviceID,RSSI,Distance,ScaledDistance,PredictedDistance,RiskLevel
Device_1,-49,2.8183829312644537,0.0028071942439589,,Very Low
Device_1,-8,0.0251188643150957,1.3898835719577866e-05,,Very Low
Device_1,-86,199.52623149688787,0.1995172499327086,,Very Low
Device_1,-29,0.2818382931264453,0.0002706211450026,,Very Low
Device_1,-40,1.0,0.0009887909098734,,Very Low
Device_1,-80,100.0,0.0999899017206067,,Very Low
Device_1,-18,0.0794328234724281,6.821340429639301e-05,,Very Low
Device_1,-14,0.0501187233627272,3.889897527338869e-05,,Very Low
Device_1,-26,0.1995262314968879,0.0001883081598061,,Very Low
Device_1,-26,0.1995262314968879,0.0001883081598061,,Very Low
Device_1,-13,0.0446683592150963,3.3448549970980035e-05,101.5393524169922,Very Low
Device_1,-1,0.0112201845430196,0.0,101.58905792236328,Very Low
Device_1,-77,70.79457843841381,0.0707841524651241,101.67334747314452,Very Low
Device_1,-98,794.3282347242813,0.7943259270232268,105.02007293701172,Very Low
Device_1,-79,89.12509381337455,0.0891148735141579,143.2667999267578,Very Low
Device_1,-48,2.51188643150958,0.0025006943052181,122.74813079833984,Very Low
Device_1,-99,891.2509381337459,0.8912497179355121,109.30225372314452,Very Low
Device_1,-13,0.0446683592150963,3.3448549970980035e-05,145.98744201660156,Very Low
Device_1,-71,35.48133892335755,0.035470516724558,119.59626007080078,Very Low
Device_1,-63,14.12537544622754,0.0141143136268881,108.41345977783205,Very Low
Device_1,-99,891.2509381337459,0.8912497179355121,102.8982925415039,Very Low
Device_1,-37,0.7079457843841379,0.0006967334173186,143.6198272705078,Very Low
Device_1,-41,1.1220184543019631,0.0011108107332603,119.14423370361328,Very Low
Device_1,-80,100.0,0.0999899017206067,107.0718231201172,Very Low
Device_1,-68,25.118864315095795,0.0251079258461142,105.99504089355467,Very Low
Device_1,-25,0.1778279410038923,0.0001666096258516,103.4110870361328,Very Low
Device_1,-43,1.4125375446227544,0.0014013330832955,101.38670349121094,Very Low
Device_1,-79,89.12509381337455,0.0891148735141579,100.94690704345705,Very Low
Device_1,-12,0.0398107170553497,2.8590853306980447e-05,104.8649444580078,Very Low
Device_1,-52,3.981071705534972,0.0039698960639584,103.08155059814452,Very Low
Device_1,-10,0.0316227766016837,2.0402820982080772e-05,102.13715362548828,Very Low
Device_1,-42,1.2589254117941673,0.0012477192268911,101.87577056884766,Very Low
Device_1,-59,8.912509381337454,0.0089013890720225,101.74141693115234,Very Low
Device_1,-9,0.0281838293126445,1.696383510698536e-05,102.10758209228516,Very Low
Device_1,-41,1.1220184543019631,0.0011108107332603,101.97068786621094,Very Low
Device_1,-21,0.1122018454301963,0.0001009827939327,101.92650604248048,Very Low
Device_1,-86,199.52623149688787,0.1995172499327086,101.87860107421876,Very Low
Device_1,-39,0.8912509381337456,0.0008800406278089,111.10089874267578,Very Low
Device_1,-39,0.8912509381337456,0.0008800406278089,106.32764434814452,Very Low
Device_1,-54,5.011872336272722,0.0050007082605992,103.3033218383789,Very Low
Device_1,-39,0.8912509381337456,0.0008800406278089,102.19396209716795,Very Low
Device_1,-50,3.1622776601683795,0.0031510928314684,101.71583557128906,Very Low
Device_1,-46,1.9952623149688795,0.0019840643919944,101.72645568847656,Very Low
Device_1,-37,0.7079457843841379,0.0006967334173186,101.77749633789062,Very Low
Device_1,-98,794.3282347242813,0.7943259270232268,101.78791809082033,Very Low
Device_1,-50,3.1622776601683795,0.0031510928314684,141.99476623535156,Very Low
Device_1,-94,501.18723362727246,0.5011816367931838,118.93376159667967,Very Low
Device_1,-80,100.0,0.0999899017206067,129.93710327148438,Very Low
Device_1,-28,0.251188643150958,0.0002399711511285,116.91510009765624,Very Low
Device_1,-62,12.589254117941676,0.012578175062844,106.48526763916016,Very Low
Device_1,-83,141.2537544622754,0.1412441190628139,102.30365753173828,Very Low
Device_1,-97,707.945784384138,0.7079425074451745,106.75131225585938,Very Low
Device_1,-12,0.0398107170553497,2.8590853306980447e-05,136.91937255859375,Very Low
Device_1,-41,1.1220184543019631,0.0011108107332603,116.7134780883789,Very Low
Device_1,-87,223.872113856834,0.2238634054610127,106.26836395263672,Very Low
Device_1,-92,398.1071705534973,0.3981004171291011,111.58338165283205,Very Low
Device_1,-11,0.0354813389233575,2.4261426598021624e-05,122.90994262695312,Very Low
Device_1,-48,2.51188643150958,0.0025006943052181,110.60256958007812,Very Low
Device_1,-99,891.2509381337459,0.8912497179355121,103.95954132080078,Very Low
Device_1,-17,0.0707945784384138,5.957506233858777e-05,144.80300903320312,Very Low
Device_1,-9,0.0281838293126445,1.696383510698536e-05,119.522216796875,Very Low
Device_1,-41,1.1220184543019631,0.0011108107332603,107.18951416015624,Very Low
Device_1,-30,0.3162277660168379,0.0003050110037535,101.8953094482422,Very Low
Device_1,-57,7.079457843841379,0.0070683169671191,100.23797607421876,Very Low
Device_1,-93,446.683592150963,0.4466773837690971,100.42660522460938,Very Low
Device_1,-54,5.011872336272722,0.0050007082605992,121.62843322753906,Very Low
Device_1,-66,19.9526231496888,0.0199416267138775,111.01788330078124,Very Low
Device_1,-23,0.1412537544622754,0.0001300350289362,105.40538787841795,Very Low
Device_1,-20,0.1,8.878081159407034e-05,102.2196273803711,Very Low
Device_1,-65,17.78279410038923,0.0177717733184224,101.30775451660156,Very Low
Device_1,-51,3.548133892335755,0.0035369533930625,101.87311553955078,Very Low
Device_1,-97,707.945784384138,0.7079425074451745,101.75787353515624,Very Low
Device_1,-99,891.2509381337459,0.8912497179355121,136.6890869140625,Very Low
Device_1,-95,562.341325190349,0.5623364145241523,157.248779296875,Very Low
Device_1,-47,2.2387211385683394,0.0022275259472775,146.6343231201172,Very Low
Device_1,-97,707.945784384138,0.7079425074451745,119.7958755493164,Very Low
Device_1,-47,2.2387211385683394,0.0022275259472775,137.36366271972656,Very Low
Device_1,-8,0.0251188643150957,1.3898835719577866e-05,115.91744232177734,Very Low
Device_1,-38,0.7943282347242815,0.0007831168368966,105.18820190429688,Very Low
Device_1,-83,141.2537544622754,0.1412441190628139,100.77182006835938,Very Low
Device_1,-11,0.0354813389233575,2.4261426598021624e-05,105.64956665039062,Very Low
Device_1,-57,7.079457843841379,0.0070683169671191,102.87124633789062,Very Low
Device_1,-67,22.3872113856834,0.0223762422667079,101.68801879882812,Very Low
Device_1,-27,0.2238721138568339,0.0002126543153344,102.19544219970705,Very Low
Device_1,-39,0.8912509381337456,0.0008800406278089,101.7525405883789,Very Low
Device_1,-1,0.0112201845430196,0.0,101.54351043701172,Very Low
Device_1,-87,223.872113856834,0.2238634054610127,101.71582794189452,Very Low
Device_1,-6,0.0199526231496888,8.732536587341204e-06,112.0932159423828,Very Low
Device_1,-53,4.466835921509632,0.0044556657303583,106.68212890625,Very Low
Device_1,-86,199.52623149688787,0.1995172499327086,103.51854705810548,Very Low
Device_1,-29,0.2818382931264453,0.0002706211450026,111.13030242919922,Very Low
Device_1,-23,0.1412537544622754,0.0001300350289362,105.92755889892578,Very Low
Device_1,-14,0.0501187233627272,3.889897527338869e-05,102.86656951904295,Very Low
Device_1,-39,0.8912509381337456,0.0008800406278089,101.64219665527344,Very Low
Device_1,-61,11.220184543019636,0.0112090901265363,101.37347412109376,Very Low
Device_1,-16,0.0630957344480193,5.187613196477372e-05,101.89485168457033,Very Low
Device_1,-21,0.1122018454301963,0.0001009827939327,101.76388549804688,Very Low
Device_1,-19,0.0891250938133745,7.79057833876215e-05,101.78142547607422,Very Low
Device_1,-48,2.51188643150958,0.0025006943052181,101.7784652709961,Very Low
Device_1,-77,70.79457843841381,0.0707841524651241,101.91867065429688,Very Low
Device_1,-75,56.23413251903491,0.0562235431730219,105.16946411132812,Very Low
Device_1,-12,0.0398107170553497,2.8590853306980447e-05,106.00435638427734,Very Low
Device_1,-41,1.1220184543019631,0.0011108107332603,103.62135314941406,Very Low
Device_1,-60,10.0,0.0099888918926673,102.34973907470705,Very Low
Device_1,-72,39.81071705534973,0.0397999434335168,102.26702880859376,Very Low
Device_1,-86,199.52623149688787,0.1995172499327086,103.69698333740234,Very Low
Device_1,-56,6.309573444801933,0.0062984239297377,111.7962417602539,Very Low
Device_1,-36,0.6309573444801932,0.0006197441135804,106.66761016845705,Very Low
Device_1,-12,0.0398107170553497,2.8590853306980447e-05,103.31404113769533,Very Low
Device_1,-30,0.3162277660168379,0.0003050110037535,101.86624908447266,Very Low
Device_1,-92,398.1071705534973,0.3981004171291011,101.47811126708984,Very Low
Device_1,-13,0.0446683592150963,3.3448549970980035e-05,120.3424301147461,Very Low
Device_1,-100,1000.0,1.0,110.24478149414062,Very Low
Device_1,-93,446.683592150963,0.4466773837690971,154.522705078125,Very Low
Device_1,-13,0.0446683592150963,3.3448549970980035e-05,140.40582275390625,Very Low
Device_1,-38,0.7943282347242815,0.0007831168368966,117.1218490600586,Very Low
Device_1,-90,316.227766016838,0.3162200938801045,105.49861907958984,Very Low
Device_1,-20,0.1,8.878081159407034e-05,114.58308410644533,Very Low
Device_1,-93,446.683592150963,0.4466773837690971,106.58447265625,Very Low
Device_1,-66,19.9526231496888,0.0199416267138775,122.21062469482422,Very Low
